Date,air_travel,banking,death,divine,envy,gain,independence,injury,masculine,negotiate,payment,programming,reading,religion,sleep,swearing_terms,technology,tourism,weakness,worship,count
2019-01-01,0.014925373134328358,0.05970149253731343,0.22388059701492538,0.04477611940298507,0.0,0.029850746268656716,0.0,0.208955223880597,0.07462686567164178,0.014925373134328358,0.05970149253731343,0.04477611940298507,0.1044776119402985,0.0,0.07462686567164178,0.07462686567164178,0.05970149253731343,0.014925373134328358,0.014925373134328358,0.0,67
2019-01-02,0.1,0.04285714285714286,0.3,0.014285714285714285,0.0,0.02857142857142857,0.0,0.3,0.0,0.0,0.02857142857142857,0.014285714285714285,0.17142857142857143,0.014285714285714285,0.15714285714285714,0.07142857142857142,0.02857142857142857,0.0,0.014285714285714285,0.014285714285714285,70
2019-01-03,0.029411764705882353,0.0392156862745098,0.2549019607843137,0.0196078431372549,0.058823529411764705,0.00980392156862745,0.00980392156862745,0.24509803921568626,0.00980392156862745,0.0,0.00980392156862745,0.0196078431372549,0.10784313725490197,0.0,0.1568627450980392,0.08823529411764706,0.049019607843137254,0.0196078431372549,0.029411764705882353,0.0,102
2019-01-04,0.043010752688172046,0.043010752688172046,0.3763440860215054,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.010752688172043012,0.3225806451612903,0.053763440860215055,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.08602150537634409,0.010752688172043012,0.23655913978494625,0.11827956989247312,0.021505376344086023,0.010752688172043012,0.043010752688172046,0.0,93
2019-01-05,0.012987012987012988,0.0,0.24675324675324675,0.012987012987012988,0.06493506493506493,0.012987012987012988,0.012987012987012988,0.2987012987012987,0.03896103896103896,0.0,0.012987012987012988,0.025974025974025976,0.11688311688311688,0.025974025974025976,0.09090909090909091,0.05194805194805195,0.06493506493506493,0.012987012987012988,0.1038961038961039,0.012987012987012988,77
2019-01-06,0.022727272727272728,0.022727272727272728,0.23863636363636365,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.03409090909090909,0.2159090909090909,0.03409090909090909,0.0,0.03409090909090909,0.011363636363636364,0.17045454545454544,0.011363636363636364,0.25,0.056818181818181816,0.022727272727272728,0.03409090909090909,0.022727272727272728,0.022727272727272728,88
2019-01-07,0.04819277108433735,0.03614457831325301,0.3373493975903614,0.03614457831325301,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.27710843373493976,0.012048192771084338,0.0,0.0963855421686747,0.012048192771084338,0.13253012048192772,0.024096385542168676,0.1686746987951807,0.10843373493975904,0.03614457831325301,0.012048192771084338,0.08433734939759036,0.012048192771084338,83
2019-01-08,0.010309278350515464,0.041237113402061855,0.32989690721649484,0.020618556701030927,0.030927835051546393,0.09278350515463918,0.05154639175257732,0.30927835051546393,0.05154639175257732,0.010309278350515464,0.041237113402061855,0.010309278350515464,0.10309278350515463,0.0,0.16494845360824742,0.030927835051546393,0.061855670103092786,0.020618556701030927,0.13402061855670103,0.0,97
2019-01-09,0.03571428571428571,0.047619047619047616,0.2857142857142857,0.023809523809523808,0.023809523809523808,0.05952380952380952,0.05952380952380952,0.30952380952380953,0.011904761904761904,0.011904761904761904,0.047619047619047616,0.011904761904761904,0.05952380952380952,0.03571428571428571,0.10714285714285714,0.09523809523809523,0.023809523809523808,0.03571428571428571,0.011904761904761904,0.0,84
2019-01-10,0.04411764705882353,0.029411764705882353,0.1323529411764706,0.14705882352941177,0.04411764705882353,0.014705882352941176,0.0,0.16176470588235295,0.04411764705882353,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.058823529411764705,0.07352941176470588,0.1323529411764706,0.08823529411764706,0.058823529411764705,0.029411764705882353,0.014705882352941176,0.14705882352941177,68
